DistanceType	StimClass	Comparison	fROI_Criterion	fROI	ID	Distance
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss010	0.452833423465986
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss010	0.453535932953717
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss011	0.243022934845288
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss011	-0.627686486040832
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss011	-0.297107040120613
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss011	-1.00815103301801
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss011	0.524825599170951
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss011	-0.403672741093237
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss011	1.12936750759042
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss011	0.131416315531849
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss011	0.287019511634176
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss011	0.363362783470232
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss011	0.213181319751639
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss011	0.657482171903325
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss011	3.42474256064799
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss011	0.997269211997786
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss011	1.46906019103612
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss011	1.29047767886558
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss012	0.561639084374273
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss012	-0.878941925623781
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss012	-0.280825785496636
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss012	-0.433433205120706
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss012	0.213467305848541
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss012	0.382319644590455
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss012	-0.277738706487
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss012	-0.457734647512032
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss012	-0.586893955926924
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss012	0.91674879029176
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss012	0.944418187294284
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss012	0.012965904986349
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss012	0.748310381124953
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss012	0.0960774343275711
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss012	0.671168392874745
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss012	-0.495593969863534
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss013	-0.0362253885548748
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss013	-0.211441527728895
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss013	-0.75524235727708
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss013	-0.127874509843039
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss013	1.45974648078959
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss013	-0.49050038580032
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss013	1.48058567701851
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss013	0.74491245711798
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss013	0.0907689121419765
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss013	-0.2935517001491
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss013	-0.527856455848126
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss013	-0.764451898317734
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss013	0.146154002906702
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss013	-1.05349134251204
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss013	-1.13310336031394
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss013	-0.103016057638417
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss014	1.15912921931935
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss014	0.877345804360557
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss014	-0.0417959311952613
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss014	0.124200498012448
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss014	-0.5472721500409
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss014	0.468266856104003
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss014	1.37754021826639
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss014	0.724134049881088
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss014	0.584742973368199
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss014	-0.232453470280503
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss014	0.16566157275565
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss014	0.904360512874216
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss014	0.119650455932812
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss014	0.619542158640346
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss014	-0.337372623228287
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss014	1.6683588334377
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss015	-0.243185976956272
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss015	0.0664401989483271
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss015	0.670770900699416
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss015	0.229062076231901
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss015	1.3875187927544
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss015	0.982620103445897
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss015	1.73363428257838
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss015	-0.143353837860746
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss015	-0.606729444481709
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss015	0.641590217807657
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss015	-0.12612562961533
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss015	0.703102532922051
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss015	0.485105140915616
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss015	-0.235514767891422
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss015	0.432589828923435
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss015	-0.195900918545854
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss016	-1.57819046095593
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss016	-2.00242473361846
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss016	-1.97924790617298
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss016	-0.515675062883936
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss016	1.2255709824447
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss016	1.1403781271363
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss016	-0.476355809070162
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss016	-1.39408724502403
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss016	0.908537582742504
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss016	0.334373102927718
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss016	-0.0799759404104209
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss016	-0.247800953428149
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss016	0.19193835795225
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss016	0.128548104668281
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss016	-0.432255913636376
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss016	-0.0763628979322046
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss017	-0.99600027552351
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss017	-0.451773051460885
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss017	0.520501049407762
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss017	-1.05438007519355
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss017	-0.674500813942729
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss017	-0.582091971718443
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss017	-1.45949266880817
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss017	-0.929294262518393
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss017	-0.401145733328373
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss017	-0.812771602420123
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss017	-1.16302803348437
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss017	0.498980978620039
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss017	-0.550549021890072
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss017	-1.45736657558898
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss017	-1.80411739090154
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss017	0.545777992212366
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss018	0.69289580453483
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss018	0.220307606414229
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss018	-0.547664742340779
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss018	0.0158371328689523
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss018	-0.068230901826507
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss018	2.05795079669776
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss018	0.692118637445955
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss018	1.28303805103594
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss018	-0.307677977952462
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss018	-1.66062535819225
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss018	-0.201142579476268
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss018	0.120108939448668
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss018	1.51377045968005
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss018	-0.112979195939074
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss018	1.6469356936166
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss018	-0.447106642272119
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss019	-0.408417780779701
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss019	0.0576243734829225
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss019	-1.11849646495666
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss019	-1.30585148077238
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss019	-0.50886479815183
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss019	0.268092509304358
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss019	-0.526421858211229
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss019	1.15942386560842
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss019	0.314177695359751
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss019	-1.00422769392903
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss019	-1.00443872382889
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss019	-1.04427017323583
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss019	1.48903240527693
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss019	-1.04626363978349
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss019	0.478795538058016
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss019	0.42352492834904
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss020	-0.51595713409712
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss020	-1.29592927191865
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss020	-1.53081048872109
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss020	-1.88651310547475
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss020	0.445413943795203
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss020	0.403737897157924
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss020	-0.169855962787605
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss020	-0.442568311266319
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss020	-0.00890084667791377
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss020	-0.00176697178878343
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss020	0.784820939559339
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss020	-0.839565006653426
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss020	-0.178945784964179
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss020	-0.147245343331318
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss020	-0.362284738711491
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss020	-0.912848113169107
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss021	-1.11737720166253
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss021	0.0650792244563712
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss021	-0.34672832690815
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss021	0.131332378229114
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss021	0.332029520030775
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss021	-0.392954999981007
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss021	0.264114719590524
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss021	-0.294234585192187
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss021	0.605818017101684
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss021	-0.879991829938299
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss021	0.0336202257684556
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss021	-1.37905932505997
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss021	0.0309777337334656
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss021	-0.00286198547596862
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss021	0.599034911312414
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss021	-0.0571625146007804
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss022	0.0626023449471559
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss022	0.59974130336207
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss022	0.422408259514774
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss022	-0.0869740348339557
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss022	0.760428145797207
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss022	0.673715203589067
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss022	-0.361768965650494
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss022	1.09505254010337
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss022	-0.654019251531325
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss022	0.311972748874261
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss022	-0.622274881248331
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss022	-0.425025065663905
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss022	-0.336587072983471
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss022	0.490514310131242
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss022	0.146070412707564
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss022	0.0316731801518421
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss023	-1.00996265398413
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss023	-0.0462594878991428
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss023	0.597284680700182
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss023	-0.0895512583649643
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss023	2.15359628409304
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss023	0.244800697230735
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss023	1.02874267515056
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss023	-0.254584149703614
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss023	-1.25579303107747
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss023	0.426193013874556
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss023	-0.528462139390941
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss023	0.471931793532746
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss023	0.955919162001837
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss023	-0.143790084892358
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss023	0.443092821522721
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss023	0.0106370978016273
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss024	1.54407456344891
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss024	0.756839905556075
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss024	-0.275970875381305
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss024	-1.42443147810484
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss024	-1.03906389673736
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss024	0.490594999191714
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss024	-2.11819452595498
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss024	-0.437635526794479
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss024	1.14053024946058
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss024	0.433645031339592
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss024	-0.220477305875527
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss024	1.10726815844213
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss024	0.491511691088913
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss024	-1.52280138548183
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss024	-0.392035937434059
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss024	-2.55385692344844
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss025	-0.340266293729944
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss025	-0.128961742632878
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss025	0.109465962230312
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss025	-0.731763595204173
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss025	0.230452167130352
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss025	-0.12993861256071
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss025	0.851096970104879
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss025	0.209992564500549
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss025	1.18296576079512
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss025	-0.346888165367173
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss025	-0.579213404424376
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss025	-0.8501648544299
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss025	-0.17242052030135
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss025	0.0322527905742293
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss025	0.88283576228341
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss025	0.244352405700594
conVals_LDt	MAN	BASE_VS_NCHANGE	from70to100	vis_LH	ss026	-0.535344590130487
conVals_LDt	MAN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss026	-0.294847631841744
conVals_LDt	MAN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss026	-0.577324832456987
conVals_LDt	MAN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss026	-0.847847487933662
conVals_LDt	CAT	BASE_VS_NCHANGE	from70to100	vis_LH	ss026	-0.334088287654846
conVals_LDt	CAT	BASE_VS_AJCHANGE	from70to100	vis_LH	ss026	-0.164559600942483
conVals_LDt	CAT	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss026	0.121708210509171
conVals_LDt	CAT	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss026	-1.00151393770884
conVals_LDt	PEN	BASE_VS_NCHANGE	from70to100	vis_LH	ss026	0.991467514547396
conVals_LDt	PEN	BASE_VS_AJCHANGE	from70to100	vis_LH	ss026	-0.0239320723479789
conVals_LDt	PEN	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss026	0.144362549148719
conVals_LDt	PEN	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss026	-0.282890479039995
conVals_LDt	GLASS	BASE_VS_NCHANGE	from70to100	vis_LH	ss026	1.33099703617889
conVals_LDt	GLASS	BASE_VS_AJCHANGE	from70to100	vis_LH	ss026	0.651656504510473
conVals_LDt	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_LH	ss026	-0.438769338067502
conVals_LDt	GLASS	BASE_VS_MEANINGPRES	from70to100	vis_LH	ss026	-0.585611636190446
conVals_spearman	MAN	BASE_VS_NCHANGE	from70to100	vis_RH	ss001	0.223108501999639
conVals_spearman	MAN	BASE_VS_AJCHANGE	from70to100	vis_RH	ss001	0.208012389337451
conVals_spearman	MAN	BASE_VS_PREPCHANGE	from70to100	vis_RH	ss001	0.162809779021064
conVals_spearman	MAN	BASE_VS_MEANINGPRES	from70to100	vis_RH	ss001	0.0720328692184745
conVals_spearman	CAT	BASE_VS_NCHANGE	from70to100	vis_RH	ss001	0.199001867011549
conVals_spearman	CAT	BASE_VS_AJCHANGE	from70to100	vis_RH	ss001	0.213004877671208
conVals_spearman	CAT	BASE_VS_PREPCHANGE	from70to100	vis_RH	ss001	0.254101394080334
conVals_spearman	CAT	BASE_VS_MEANINGPRES	from70to100	vis_RH	ss001	0.272620012589599
conVals_spearman	PEN	BASE_VS_NCHANGE	from70to100	vis_RH	ss001	0.472038581098361
conVals_spearman	PEN	BASE_VS_AJCHANGE	from70to100	vis_RH	ss001	0.198086050961728
conVals_spearman	PEN	BASE_VS_PREPCHANGE	from70to100	vis_RH	ss001	0.252189638765789
conVals_spearman	PEN	BASE_VS_MEANINGPRES	from70to100	vis_RH	ss001	0.239763868821766
conVals_spearman	GLASS	BASE_VS_NCHANGE	from70to100	vis_RH	ss001	0.474584106307626
conVals_spearman	GLASS	BASE_VS_AJCHANGE	from70to100	vis_RH	ss001	0.230136630258863
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	from70to100	vis_RH	ss001	0.36562770054529
